BAIT	id	ms_uniprot_ac	ms_unique_pep	ms_spectral_counts	names	lengths	uniprot_id	Mass
MARV_VP35	FU000445	P39023		62	sp|P39023|RL3_HUMAN	403	RL3_HUMAN	44330
MARV_VP35	FU000445	O75934		8	sp|O75934|SPF27_HUMAN	225	SPF27_HUMAN	24750
MARV_VP35	FU000445	P13010		3	sp|P13010|XRCC5_HUMAN	732	XRCC5_HUMAN	80520
MARV_VP35	FU000445	Q8WTT2		16	sp|Q8WTT2|NOC3L_HUMAN	800	NOC3L_HUMAN	88000
MARV_VP35	FU000445	P18124		33	sp|P18124|RL7_HUMAN	248	RL7_HUMAN	27280
MARV_VP35	FU000445	P57060		2	sp|P57060|RWD2B_HUMAN	319	RWD2B_HUMAN	35090
MARV_VP35	FU000445	P26583		8	sp|P26583|HMGB2_HUMAN	209	HMGB2_HUMAN	22990
MARV_VP35	FU000445	P67809		22	sp|P67809|YBOX1_HUMAN	324	YBOX1_HUMAN	35640
MARV_VP35	FU000445	Q9HCC0		39	sp|Q9HCC0|MCCB_HUMAN	563	MCCB_HUMAN	61930
MARV_VP35	FU000445	P14866		31	sp|P14866|HNRPL_HUMAN	589	HNRPL_HUMAN	64790
MARV_VP35	FU000445	Q9Y265		1	sp|Q9Y265|RUVB1_HUMAN	456	RUVB1_HUMAN	50160
MARV_VP35	FU000445	Q6P2Q9		6	sp|Q6P2Q9|PRP8_HUMAN	2335	PRP8_HUMAN	256850
MARV_VP35	FU000445	Q5BKY9		6	sp|Q5BKY9|F133B_HUMAN	247	F133B_HUMAN	27170
MARV_VP35	FU000445	O75683		5	sp|O75683|SURF6_HUMAN	361	SURF6_HUMAN	39710
MARV_VP35	FU000445	Q14807		2	sp|Q14807|KIF22_HUMAN	665	KIF22_HUMAN	73150
MARV_VP35	FU000445	P18621		34	sp|P18621|RL17_HUMAN	184	RL17_HUMAN	20240
MARV_VP35	FU000445	Q9UPY3		3	sp|Q9UPY3|DICER_HUMAN	1922	DICER_HUMAN	211420
MARV_VP35	FU000445	P07437		5	sp|P07437|TBB5_HUMAN	444	TBB5_HUMAN	48840
MARV_VP35	FU000445	P46783		4	sp|P46783|RS10_HUMAN	165	RS10_HUMAN	18150
MARV_VP35	FU000445	O75400		4	sp|O75400|PR40A_HUMAN	957	PR40A_HUMAN	105270
MARV_VP35	FU000445	O00763		4	sp|O00763|ACACB_HUMAN	2458	ACACB_HUMAN	270380
MARV_VP35	FU000445	P20290		1	sp|P20290|BTF3_HUMAN	206	BTF3_HUMAN	22660
MARV_VP35	FU000445	Q8IZL8		2	sp|Q8IZL8|PELP1_HUMAN	1130	PELP1_HUMAN	124300
MARV_VP35	FU000445	Q6UN15		1	sp|Q6UN15|FIP1_HUMAN	594	FIP1_HUMAN	65340
MARV_VP35	FU000445	Q6ZN17		3	sp|Q6ZN17|LN28B_HUMAN	250	LN28B_HUMAN	27500
MARV_VP35	FU000445	P05114		2	sp|P05114|HMGN1_HUMAN	100	HMGN1_HUMAN	11000
MARV_VP35	FU000445	A1KXE4		2	sp|A1KXE4|F168B_HUMAN	195	F168B_HUMAN	21450
MARV_VP35	FU000445	Q9Y3B9		6	sp|Q9Y3B9|RRP15_HUMAN	282	RRP15_HUMAN	31020
MARV_VP35	FU000445	Q9H7B2		8	sp|Q9H7B2|RPF2_HUMAN	306	RPF2_HUMAN	33660
MARV_VP35	FU000445	P42575		1	sp|P42575|CASP2_HUMAN	452	CASP2_HUMAN	49720
MARV_VP35	FU000445	P09874		39	sp|P09874|PARP1_HUMAN	1014	PARP1_HUMAN	111540
MARV_VP35	FU000445	O00170		7	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
MARV_VP35	FU000445	P53384		1	sp|P53384|NUBP1_HUMAN	320	NUBP1_HUMAN	35200
MARV_VP35	FU000445	Q6PCE3		1	sp|Q6PCE3|PGM2L_HUMAN	622	PGM2L_HUMAN	68420
MARV_VP35	FU000445	P84103		13	sp|P84103|SRSF3_HUMAN	164	SRSF3_HUMAN	18040
MARV_VP35	FU000445	P46013		12	sp|P46013|KI67_HUMAN	3256	KI67_HUMAN	358160
MARV_VP35	FU000445	Q9NXL6		1	sp|Q9NXL6|SIDT1_HUMAN	827	SIDT1_HUMAN	90970
MARV_VP35	FU000445	Q9Y3U8		10	sp|Q9Y3U8|RL36_HUMAN	105	RL36_HUMAN	11550
MARV_VP35	FU000445	Q9BWS9		2	sp|Q9BWS9|CHID1_HUMAN	393	CHID1_HUMAN	43230
MARV_VP35	FU000445	P62244		15	sp|P62244|RS15A_HUMAN	130	RS15A_HUMAN	14300
MARV_VP35	FU000445	Q07021		3	sp|Q07021|C1QBP_HUMAN	282	C1QBP_HUMAN	31020
MARV_VP35	FU000445	Q9NX24		6	sp|Q9NX24|NHP2_HUMAN	153	NHP2_HUMAN	16830
MARV_VP35	FU000445	Q96CT7		3	sp|Q96CT7|CC124_HUMAN	223	CC124_HUMAN	24530
MARV_VP35	FU000445	P46781		18	sp|P46781|RS9_HUMAN	194	RS9_HUMAN	21340
MARV_VP35	FU000445	Q9Y2R4		11	sp|Q9Y2R4|DDX52_HUMAN	599	DDX52_HUMAN	65890
MARV_VP35	FU000445	P22087		17	sp|P22087|FBRL_HUMAN	321	FBRL_HUMAN	35310
MARV_VP35	FU000445	Q15269		2	sp|Q15269|PWP2_HUMAN	919	PWP2_HUMAN	101090
MARV_VP35	FU000445	P35232		4	sp|P35232|PHB_HUMAN	272	PHB_HUMAN	29920
MARV_VP35	FU000445	P50454		1	sp|P50454|SERPH_HUMAN	418	SERPH_HUMAN	45980
MARV_VP35	FU000445	Q13148		2	sp|Q13148|TADBP_HUMAN	414	TADBP_HUMAN	45540
MARV_VP35	FU000445	Q9BW19		1	sp|Q9BW19|KIFC1_HUMAN	673	KIFC1_HUMAN	74030
MARV_VP35	FU000445	Q02878		38	sp|Q02878|RL6_HUMAN	288	RL6_HUMAN	31680
MARV_VP35	FU000445	Q9UHX1		2	sp|Q9UHX1|PUF60_HUMAN	559	PUF60_HUMAN	61490
MARV_VP35	FU000445	Q96HS1		10	sp|Q96HS1|PGAM5_HUMAN	289	PGAM5_HUMAN	31790
MARV_VP35	FU000445	Q6NW34		2	sp|Q6NW34|NEPRO_HUMAN	567	NEPRO_HUMAN	62370
MARV_VP35	FU000445	P30101		7	sp|P30101|PDIA3_HUMAN	505	PDIA3_HUMAN	55550
MARV_VP35	FU000445	Q86UK7		2	sp|Q86UK7|ZN598_HUMAN	904	ZN598_HUMAN	99440
MARV_VP35	FU000445	Q14686		1	sp|Q14686|NCOA6_HUMAN	2063	NCOA6_HUMAN	226930
MARV_VP35	FU000445	P30405		2	sp|P30405|PPIF_HUMAN	207	PPIF_HUMAN	22770
MARV_VP35	FU000445	P46109		30	sp|P46109|CRKL_HUMAN	303	CRKL_HUMAN	33330
MARV_VP35	FU000445	P60866		12	sp|P60866|RS20_HUMAN	119	RS20_HUMAN	13090
MARV_VP35	FU000445	Q13435		13	sp|Q13435|SF3B2_HUMAN	895	SF3B2_HUMAN	98450
MARV_VP35	FU000445	Q7L3T8		1	sp|Q7L3T8|SYPM_HUMAN	475	SYPM_HUMAN	52250
MARV_VP35	FU000445	Q7Z417		3	sp|Q7Z417|NUFP2_HUMAN	695	NUFP2_HUMAN	76450
MARV_VP35	FU000445	Q6DKI1		2	sp|Q6DKI1|RL7L_HUMAN	246	RL7L_HUMAN	27060
MARV_VP35	FU000445	P83881		2	sp|P83881|RL36A_HUMAN	106	RL36A_HUMAN	11660
MARV_VP35	FU000445	P27695		1	sp|P27695|APEX1_HUMAN	318	APEX1_HUMAN	34980
MARV_VP35	FU000445	Q9P021		8	sp|Q9P021|CRIPT_HUMAN	101	CRIPT_HUMAN	11110
MARV_VP35	FU000445	P51610		4	sp|P51610|HCFC1_HUMAN	2035	HCFC1_HUMAN	223850
MARV_VP35	FU000445	Q8IYB5		2	sp|Q8IYB5|SMAP1_HUMAN	467	SMAP1_HUMAN	51370
MARV_VP35	FU000445	P28482		1	sp|P28482|MK01_HUMAN	360	MK01_HUMAN	39600
MARV_VP35	FU000445	Q15464		3	sp|Q15464|SHB_HUMAN	509	SHB_HUMAN	55990
MARV_VP35	FU000445	Q9NVP1		21	sp|Q9NVP1|DDX18_HUMAN	670	DDX18_HUMAN	73700
MARV_VP35	FU000445	Q14146		1	sp|Q14146|URB2_HUMAN	1524	URB2_HUMAN	167640
MARV_VP35	FU000445	Q9UN86		2	sp|Q9UN86|G3BP2_HUMAN	482	G3BP2_HUMAN	53020
MARV_VP35	FU000445	O76094		3	sp|O76094|SRP72_HUMAN	671	SRP72_HUMAN	73810
MARV_VP35	FU000445	P50750		1	sp|P50750|CDK9_HUMAN	372	CDK9_HUMAN	40920
MARV_VP35	FU000445	Q9HCG8		1	sp|Q9HCG8|CWC22_HUMAN	908	CWC22_HUMAN	99880
MARV_VP35	FU000445	Q9H857		2	sp|Q9H857|NT5D2_HUMAN	520	NT5D2_HUMAN	57200
MARV_VP35	FU000445	Q9H0S4		7	sp|Q9H0S4|DDX47_HUMAN	455	DDX47_HUMAN	50050
MARV_VP35	FU000445	Q8NE71		7	sp|Q8NE71|ABCF1_HUMAN	845	ABCF1_HUMAN	92950
MARV_VP35	FU000445	Q9GZP4		4	sp|Q9GZP4|PITH1_HUMAN	211	PITH1_HUMAN	23210
MARV_VP35	FU000445	P62424		50	sp|P62424|RL7A_HUMAN	266	RL7A_HUMAN	29260
MARV_VP35	FU000445	Q7Z7K6		10	sp|Q7Z7K6|CENPV_HUMAN	275	CENPV_HUMAN	30250
MARV_VP35	FU000445	Q12834		2	sp|Q12834|CDC20_HUMAN	499	CDC20_HUMAN	54890
MARV_VP35	FU000445	P78346		1	sp|P78346|RPP30_HUMAN	268	RPP30_HUMAN	29480
MARV_VP35	FU000445	P62937		19	sp|P62937|PPIA_HUMAN	165	PPIA_HUMAN	18150
MARV_VP35	FU000445	O43665		1	sp|O43665|RGS10_HUMAN	173	RGS10_HUMAN	19030
MARV_VP35	FU000445	P62306		2	sp|P62306|RUXF_HUMAN	86	RUXF_HUMAN	9460
MARV_VP35	FU000445	Q9BV38		2	sp|Q9BV38|WDR18_HUMAN	432	WDR18_HUMAN	47520
MARV_VP35	FU000445	Q04837		1	sp|Q04837|SSBP_HUMAN	148	SSBP_HUMAN	16280
MARV_VP35	FU000445	Q13541		5	sp|Q13541|4EBP1_HUMAN	118	4EBP1_HUMAN	12980
MARV_VP35	FU000445	P52907		2	sp|P52907|CAZA1_HUMAN	286	CAZA1_HUMAN	31460
MARV_VP35	FU000445	P15531		1	sp|P15531|NDKA_HUMAN	152	NDKA_HUMAN	16720
MARV_VP35	FU000445	Q00013		2	sp|Q00013|EM55_HUMAN	466	EM55_HUMAN	51260
MARV_VP35	FU000445	Q86V81		5	sp|Q86V81|THOC4_HUMAN	257	THOC4_HUMAN	28270
MARV_VP35	FU000445	Q9H3J6		1	sp|Q9H3J6|CL065_HUMAN	166	CL065_HUMAN	18260
MARV_VP35	FU000445	Q2TBE0		5	sp|Q2TBE0|C19L2_HUMAN	894	C19L2_HUMAN	98340
MARV_VP35	FU000445	Q9Y5J9		3	sp|Q9Y5J9|TIM8B_HUMAN	83	TIM8B_HUMAN	9130
MARV_VP35	FU000445	Q15024		4	sp|Q15024|EXOS7_HUMAN	291	EXOS7_HUMAN	32010
MARV_VP35	FU000445	Q9Y383		41	sp|Q9Y383|LC7L2_HUMAN	392	LC7L2_HUMAN	43120
MARV_VP35	FU000445	Q9H2U1		1	sp|Q9H2U1|DHX36_HUMAN	1008	DHX36_HUMAN	110880
MARV_VP35	FU000445	P62269		16	sp|P62269|RS18_HUMAN	152	RS18_HUMAN	16720
MARV_VP35	FU000445	Q8IXB1		20	sp|Q8IXB1|DJC10_HUMAN	793	DJC10_HUMAN	87230
MARV_VP35	FU000445	Q92499		1	sp|Q92499|DDX1_HUMAN	740	DDX1_HUMAN	81400
MARV_VP35	FU000445	Q9BQ61		1	sp|Q9BQ61|TRIR_HUMAN	176	TRIR_HUMAN	19360
MARV_VP35	FU000445	P17812		4	sp|P17812|PYRG1_HUMAN	591	PYRG1_HUMAN	65010
MARV_VP35	FU000445	Q9HA64		6	sp|Q9HA64|KT3K_HUMAN	309	KT3K_HUMAN	33990
MARV_VP35	FU000445	P51116		13	sp|P51116|FXR2_HUMAN	673	FXR2_HUMAN	74030
MARV_VP35	FU000445	P07814		6	sp|P07814|SYEP_HUMAN	1512	SYEP_HUMAN	166320
MARV_VP35	FU000445	Q96EI5		1	sp|Q96EI5|TCAL4_HUMAN	215	TCAL4_HUMAN	23650
MARV_VP35	FU000445	Q9Y5J1		1	sp|Q9Y5J1|UTP18_HUMAN	556	UTP18_HUMAN	61160
MARV_VP35	FU000445	P49674		2	sp|P49674|KC1E_HUMAN	416	KC1E_HUMAN	45760
MARV_VP35	FU000445	P16152		10	sp|P16152|CBR1_HUMAN	277	CBR1_HUMAN	30470
MARV_VP35	FU000445	Q14157		1	sp|Q14157|UBP2L_HUMAN	1087	UBP2L_HUMAN	119570
MARV_VP35	FU000445	Q96I25		25	sp|Q96I25|SPF45_HUMAN	401	SPF45_HUMAN	44110
MARV_VP35	FU000445	P30048		1	sp|P30048|PRDX3_HUMAN	256	PRDX3_HUMAN	28160
MARV_VP35	FU000445	Q14444		6	sp|Q14444|CAPR1_HUMAN	709	CAPR1_HUMAN	77990
MARV_VP35	FU000445	Q9Y4P3		17	sp|Q9Y4P3|TBL2_HUMAN	447	TBL2_HUMAN	49170
MARV_VP35	FU000445	P42766		9	sp|P42766|RL35_HUMAN	123	RL35_HUMAN	13530
MARV_VP35	FU000445	Q5C9Z4		1	sp|Q5C9Z4|NOM1_HUMAN	860	NOM1_HUMAN	94600
Vector	FU000447	P51858		3	sp|P51858|HDGF_HUMAN	240	HDGF_HUMAN	26400
Vector	FU000447	Q8NEZ5		4	sp|Q8NEZ5|FBX22_HUMAN	403	FBX22_HUMAN	44330
Vector	FU000447	Q15599		2	sp|Q15599|NHRF2_HUMAN	337	NHRF2_HUMAN	37070
Vector	FU000447	P56270		2	sp|P56270|MAZ_HUMAN	477	MAZ_HUMAN	52470
Vector	FU000447	Q9NYP9		18	sp|Q9NYP9|MS18A_HUMAN	233	MS18A_HUMAN	25630
Vector	FU000447	P52597		10	sp|P52597|HNRPF_HUMAN	415	HNRPF_HUMAN	45650
Vector	FU000447	P27348		2	sp|P27348|1433T_HUMAN	245	1433T_HUMAN	26950
Vector	FU000447	P09874		20	sp|P09874|PARP1_HUMAN	1014	PARP1_HUMAN	111540
Vector	FU000447	P55145		7	sp|P55145|MANF_HUMAN	182	MANF_HUMAN	20020
Vector	FU000447	P84098		3	sp|P84098|RL19_HUMAN	196	RL19_HUMAN	21560
Vector	FU000447	Q9H9A6		2	sp|Q9H9A6|LRC40_HUMAN	602	LRC40_HUMAN	66220
Vector	FU000447	P16118		1	sp|P16118|F261_HUMAN	471	F261_HUMAN	51810
Vector	FU000447	P84101		2	sp|P84101|SERF2_HUMAN	59	SERF2_HUMAN	6490
Vector	FU000447	P49915		7	sp|P49915|GUAA_HUMAN	693	GUAA_HUMAN	76230
Vector	FU000447	Q8N9Q2		23	sp|Q8N9Q2|SR1IP_HUMAN	155	SR1IP_HUMAN	17050
Vector	FU000447	P53384		2	sp|P53384|NUBP1_HUMAN	320	NUBP1_HUMAN	35200
Vector	FU000447	O14933		2	sp|O14933|UB2L6_HUMAN	153	UB2L6_HUMAN	16830
Vector	FU000447	P35080		3	sp|P35080|PROF2_HUMAN	140	PROF2_HUMAN	15400
Vector	FU000447	Q3ZCM7		6	sp|Q3ZCM7|TBB8_HUMAN	444	TBB8_HUMAN	48840
Vector	FU000447	Q8WVK2		20	sp|Q8WVK2|SNR27_HUMAN	155	SNR27_HUMAN	17050
Vector	FU000447	Q15843		1	sp|Q15843|NEDD8_HUMAN	81	NEDD8_HUMAN	8910
Vector	FU000447	Q8TA86		26	sp|Q8TA86|RP9_HUMAN	221	RP9_HUMAN	24310
Vector	FU000447	Q9NR33		2	sp|Q9NR33|DPOE4_HUMAN	117	DPOE4_HUMAN	12870
Vector	FU000447	P49458		3	sp|P49458|SRP09_HUMAN	86	SRP09_HUMAN	9460
Vector	FU000447	Q86WX3		1	sp|Q86WX3|AROS_HUMAN	136	AROS_HUMAN	14960
Vector	FU000447	Q6ZUT1		3	sp|Q6ZUT1|NKAP1_HUMAN	292	NKAP1_HUMAN	32120
Vector	FU000447	P27816		5	sp|P27816|MAP4_HUMAN	1152	MAP4_HUMAN	126720
Vector	FU000447	P00338		2	sp|P00338|LDHA_HUMAN	332	LDHA_HUMAN	36520
Vector	FU000447	Q14331		10	sp|Q14331|FRG1_HUMAN	258	FRG1_HUMAN	28380
Vector	FU000447	Q9P258		36	sp|Q9P258|RCC2_HUMAN	522	RCC2_HUMAN	57420
Vector	FU000447	Q7L3T8		1	sp|Q7L3T8|SYPM_HUMAN	475	SYPM_HUMAN	52250
Vector	FU000447	P08238		1	sp|P08238|HS90B_HUMAN	724	HS90B_HUMAN	79640
Vector	FU000447	Q13572		2	sp|Q13572|ITPK1_HUMAN	414	ITPK1_HUMAN	45540
Vector	FU000447	P15531		4	sp|P15531|NDKA_HUMAN	152	NDKA_HUMAN	16720
Vector	FU000447	P07355		1	sp|P07355|ANXA2_HUMAN	339	ANXA2_HUMAN	37290
Vector	FU000447	P49756		5	sp|P49756|RBM25_HUMAN	843	RBM25_HUMAN	92730
Vector	FU000447	P17096		5	sp|P17096|HMGA1_HUMAN	107	HMGA1_HUMAN	11770
Vector	FU000447	Q8NB15		1	sp|Q8NB15|ZN511_HUMAN	262	ZN511_HUMAN	28820
Vector	FU000447	P08708		2	sp|P08708|RS17_HUMAN	135	RS17_HUMAN	14850
Vector	FU000447	Q9UI43		6	sp|Q9UI43|MRM2_HUMAN	246	MRM2_HUMAN	27060
Vector	FU000447	Q5BKY9		6	sp|Q5BKY9|F133B_HUMAN	247	F133B_HUMAN	27170
Vector	FU000447	Q16527		24	sp|Q16527|CSRP2_HUMAN	193	CSRP2_HUMAN	21230
Vector	FU000447	P29590		4	sp|P29590|PML_HUMAN	882	PML_HUMAN	97020
Vector	FU000447	Q9BYB4		9	sp|Q9BYB4|GNB1L_HUMAN	327	GNB1L_HUMAN	35970
Vector	FU000447	Q14135		1	sp|Q14135|VGLL4_HUMAN	290	VGLL4_HUMAN	31900
Vector	FU000447	Q9Y366		3	sp|Q9Y366|IFT52_HUMAN	437	IFT52_HUMAN	48070
Vector	FU000447	P17812		8	sp|P17812|PYRG1_HUMAN	591	PYRG1_HUMAN	65010
Vector	FU000447	Q6P1L8		10	sp|Q6P1L8|RM14_HUMAN	145	RM14_HUMAN	15950
Vector	FU000447	Q15233		3	sp|Q15233|NONO_HUMAN	471	NONO_HUMAN	51810
Vector	FU000447	O94903		8	sp|O94903|PLPHP_HUMAN	275	PLPHP_HUMAN	30250
Vector	FU000447	P40926		1	sp|P40926|MDHM_HUMAN	338	MDHM_HUMAN	37180
Vector	FU000447	Q7L4I2		17	sp|Q7L4I2|RSRC2_HUMAN	434	RSRC2_HUMAN	47740
Vector	FU000447	Q8WXA9		1	sp|Q8WXA9|SREK1_HUMAN	508	SREK1_HUMAN	55880
Vector	FU000447	P63220		5	sp|P63220|RS21_HUMAN	83	RS21_HUMAN	9130
Vector	FU000447	O00483		1	sp|O00483|NDUA4_HUMAN	81	NDUA4_HUMAN	8910
Vector	FU000447	O75694		9	sp|O75694|NU155_HUMAN	1391	NU155_HUMAN	153010
Vector	FU000447	Q15276		1	sp|Q15276|RABE1_HUMAN	862	RABE1_HUMAN	94820
Vector	FU000447	Q13526		7	sp|Q13526|PIN1_HUMAN	163	PIN1_HUMAN	17930
Vector	FU000447	Q9H2K0		1	sp|Q9H2K0|IF3M_HUMAN	278	IF3M_HUMAN	30580
Vector	FU000447	Q53RE8		1	sp|Q53RE8|ANR39_HUMAN	183	ANR39_HUMAN	20130
Vector	FU000447	Q14657		1	sp|Q14657|LAGE3_HUMAN	143	LAGE3_HUMAN	15730
Vector	FU000447	Q9BRP1		3	sp|Q9BRP1|PDD2L_HUMAN	358	PDD2L_HUMAN	39380
Vector	FU000447	Q96IZ7		5	sp|Q96IZ7|RSRC1_HUMAN	334	RSRC1_HUMAN	36740
Vector	FU000447	Q8N6N3		2	sp|Q8N6N3|CA052_HUMAN	182	CA052_HUMAN	20020
Vector	FU000447	P26196		3	sp|P26196|DDX6_HUMAN	483	DDX6_HUMAN	53130
Vector	FU000447	O76003		4	sp|O76003|GLRX3_HUMAN	335	GLRX3_HUMAN	36850
Vector	FU000447	Q8IY67		8	sp|Q8IY67|RAVR1_HUMAN	606	RAVR1_HUMAN	66660
Vector	FU000447	Q14498		36	sp|Q14498|RBM39_HUMAN	530	RBM39_HUMAN	58300
Vector	FU000447	Q96E40		2	sp|Q96E40|SACA9_HUMAN	222	SACA9_HUMAN	24420
Vector	FU000447	Q7Z7K0		5	sp|Q7Z7K0|COXM1_HUMAN	106	COXM1_HUMAN	11660
Vector	FU000447	Q8NE71		11	sp|Q8NE71|ABCF1_HUMAN	845	ABCF1_HUMAN	92950
Vector	FU000447	P51610		3	sp|P51610|HCFC1_HUMAN	2035	HCFC1_HUMAN	223850
Vector	FU000447	P23396		10	sp|P23396|RS3_HUMAN	243	RS3_HUMAN	26730
Vector	FU000447	P26599		7	sp|P26599|PTBP1_HUMAN	531	PTBP1_HUMAN	58410
Vector	FU000447	Q9P0K7		2	sp|Q9P0K7|RAI14_HUMAN	980	RAI14_HUMAN	107800
Vector	FU000447	Q02790		2	sp|Q02790|FKBP4_HUMAN	459	FKBP4_HUMAN	50490
Vector	FU000447	Q96RQ3		62	sp|Q96RQ3|MCCA_HUMAN	725	MCCA_HUMAN	79750
Vector	FU000447	Q14247		13	sp|Q14247|SRC8_HUMAN	550	SRC8_HUMAN	60500
Vector	FU000447	P62829		17	sp|P62829|RL23_HUMAN	140	RL23_HUMAN	15400
Vector	FU000447	Q9BTE7		2	sp|Q9BTE7|DCNL5_HUMAN	237	DCNL5_HUMAN	26070
Vector	FU000447	P05141		8	sp|P05141|ADT2_HUMAN	298	ADT2_HUMAN	32780
Vector	FU000447	Q14978		5	sp|Q14978|NOLC1_HUMAN	699	NOLC1_HUMAN	76890
Vector	FU000447	Q99439		4	sp|Q99439|CNN2_HUMAN	309	CNN2_HUMAN	33990
Vector	FU000447	P00558		2	sp|P00558|PGK1_HUMAN	417	PGK1_HUMAN	45870
Vector	FU000447	Q86U28		2	sp|Q86U28|ISCA2_HUMAN	154	ISCA2_HUMAN	16940
Vector	FU000447	Q15365		15	sp|Q15365|PCBP1_HUMAN	356	PCBP1_HUMAN	39160
Vector	FU000447	Q00325		2	sp|Q00325|MPCP_HUMAN	362	MPCP_HUMAN	39820
Vector	FU000447	P29692		1	sp|P29692|EF1D_HUMAN	281	EF1D_HUMAN	30910
Vector	FU000447	Q70CQ2		2	sp|Q70CQ2|UBP34_HUMAN	3546	UBP34_HUMAN	390060
Vector	FU000447	P30533		1	sp|P30533|AMRP_HUMAN	357	AMRP_HUMAN	39270
Vector	FU000447	Q3B726		1	sp|Q3B726|RPA43_HUMAN	338	RPA43_HUMAN	37180
Vector	FU000447	Q9HD42		2	sp|Q9HD42|CHM1A_HUMAN	196	CHM1A_HUMAN	21560
Vector	FU000447	P38646		33	sp|P38646|GRP75_HUMAN	679	GRP75_HUMAN	74690
Vector	FU000447	P37802		4	sp|P37802|TAGL2_HUMAN	199	TAGL2_HUMAN	21890
Vector	FU000447	Q9Y2S6		5	sp|Q9Y2S6|TMA7_HUMAN	64	TMA7_HUMAN	7040
Vector	FU000447	Q9BRA2		1	sp|Q9BRA2|TXD17_HUMAN	123	TXD17_HUMAN	13530
Vector	FU000447	P62258		2	sp|P62258|1433E_HUMAN	255	1433E_HUMAN	28050
Vector	FU000447	P01583		1	sp|P01583|IL1A_HUMAN	271	IL1A_HUMAN	29810
Vector	FU000447	P11142		30	sp|P11142|HSP7C_HUMAN	646	HSP7C_HUMAN	71060
Vector	FU000447	Q01813		2	sp|Q01813|PFKAP_HUMAN	784	PFKAP_HUMAN	86240
Vector	FU000447	O15347		4	sp|O15347|HMGB3_HUMAN	200	HMGB3_HUMAN	22000
Vector	FU000447	P49368		1	sp|P49368|TCPG_HUMAN	545	TCPG_HUMAN	59950
Vector	FU000447	P62266		5	sp|P62266|RS23_HUMAN	143	RS23_HUMAN	15730
Vector	FU000447	Q9Y3C6		4	sp|Q9Y3C6|PPIL1_HUMAN	166	PPIL1_HUMAN	18260
Vector	FU000447	O75937		4	sp|O75937|DNJC8_HUMAN	253	DNJC8_HUMAN	27830
Vector	FU000447	Q6IQ49		3	sp|Q6IQ49|SDE2_HUMAN	451	SDE2_HUMAN	49610
Vector	FU000447	Q96AG4		1	sp|Q96AG4|LRC59_HUMAN	307	LRC59_HUMAN	33770
Vector	FU000447	P13797		4	sp|P13797|PLST_HUMAN	630	PLST_HUMAN	69300
Vector	FU000447	P62942		6	sp|P62942|FKB1A_HUMAN	108	FKB1A_HUMAN	11880
Vector	FU000447	P55789		2	sp|P55789|ALR_HUMAN	205	ALR_HUMAN	22550
Vector	FU000447	Q9NQW6		1	sp|Q9NQW6|ANLN_HUMAN	1124	ANLN_HUMAN	123640
Vector	FU000447	P27708		1	sp|P27708|PYR1_HUMAN	2225	PYR1_HUMAN	244750
Vector	FU000447	P53999		33	sp|P53999|TCP4_HUMAN	127	TCP4_HUMAN	13970
Vector	FU000447	P55081		7	sp|P55081|MFAP1_HUMAN	439	MFAP1_HUMAN	48290
Vector	FU000447	Q15654		2	sp|Q15654|TRIP6_HUMAN	476	TRIP6_HUMAN	52360
Vector	FU000447	Q9NWB6		1	sp|Q9NWB6|ARGL1_HUMAN	273	ARGL1_HUMAN	30030
Vector	FU000447	O43482		4	sp|O43482|MS18B_HUMAN	229	MS18B_HUMAN	25190
Vector	FU000447	Q15637		24	sp|Q15637|SF01_HUMAN	639	SF01_HUMAN	70290
Vector	FU000447	P63173		25	sp|P63173|RL38_HUMAN	70	RL38_HUMAN	7700
Vector	FU000447	A6NDG6		5	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
Vector	FU000447	P48730		2	sp|P48730|KC1D_HUMAN	415	KC1D_HUMAN	45650
Vector	FU000447	Q96I24		47	sp|Q96I24|FUBP3_HUMAN	572	FUBP3_HUMAN	62920
Vector	FU000447	O43809		8	sp|O43809|CPSF5_HUMAN	227	CPSF5_HUMAN	24970
Vector	FU000447	P04080		18	sp|P04080|CYTB_HUMAN	98	CYTB_HUMAN	10780
Vector	FU000447	Q8N5F7		5	sp|Q8N5F7|NKAP_HUMAN	415	NKAP_HUMAN	45650
Vector	FU000447	Q9UJV9		2	sp|Q9UJV9|DDX41_HUMAN	622	DDX41_HUMAN	68420
Vector	FU000447	P21741		1	sp|P21741|MK_HUMAN	143	MK_HUMAN	15730
Vector	FU000447	Q96EY4		7	sp|Q96EY4|TMA16_HUMAN	203	TMA16_HUMAN	22330
Vector	FU000447	Q13332		1	sp|Q13332|PTPRS_HUMAN	1948	PTPRS_HUMAN	214280
Vector	FU000447	P07437		10	sp|P07437|TBB5_HUMAN	444	TBB5_HUMAN	48840
Vector	FU000447	O75940		6	sp|O75940|SPF30_HUMAN	238	SPF30_HUMAN	26180
Vector	FU000447	Q86UP2		1	sp|Q86UP2|KTN1_HUMAN	1357	KTN1_HUMAN	149270
Vector	FU000447	P27695		2	sp|P27695|APEX1_HUMAN	318	APEX1_HUMAN	34980
Vector	FU000447	P63104		1	sp|P63104|1433Z_HUMAN	245	1433Z_HUMAN	26950
Vector	FU000447	Q96EK6		5	sp|Q96EK6|GNA1_HUMAN	184	GNA1_HUMAN	20240
