a	b	c	IP	FU000385	FU000387	FU000389	FU000391	FU000393	FU000395	FU000397	FU000399	FU000401	FU000403	FU000405	FU000407	FU000409	FU000411	FU000413	FU000415	FU000417	FU000419	FU000423	FU000425	FU000427	FU000429	FU000431	FU000433	FU000435	FU000437	FU000439	FU000441	FU000443	FU000445	FU000447	FU000449	FU000451	FU000453	FU000455	FU000457
P78316	1	857	N	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
P78346	1	268	N	2	0	2	2	3	2	2	1	1	2	1	2	1	2	0	1	2	2	2	1	0	1	2	2	1	1	2	2	2	1	2	0	2	1	0	2
P78347	1	998	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
P78362	1	688	N	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P78371	1	535	N	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
P78406	1	368	N	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	2	0	0	0	0	0	0	2	0	3	0
P78527	1	4128	N	0	0	0	1	0	0	0	0	8	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
P78537	1	153	N	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0
P78549	1	312	N	0	1	3	1	2	2	2	2	3	2	1	5	3	3	3	1	2	3	2	2	2	2	1	3	4	0	2	2	3	2	3	2	1	2	2	2
P82650	1	360	N	0	0	0	0	5	4	3	2	0	0	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	1	0	0	0	2	0	0	1	0	3	0
P82663	1	173	N	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
P82912	1	194	N	1	0	0	2	0	1	2	0	0	0	3	2	2	1	2	0	2	4	1	1	0	1	1	2	0	0	0	0	0	3	0	0	0	0	2	2
P82930	1	218	N	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P82933	1	396	N	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P83731	1	157	N	0	1	1	2	17	13	16	18	3	3	2	4	0	4	3	2	14	14	13	16	1	2	4	2	2	12	5	2	5	15	1	3	11	4	13	3
P83881	1	106	N	0	0	0	0	5	5	5	5	0	1	1	0	1	0	0	0	6	4	3	6	2	0	1	0	0	3	0	0	1	2	2	0	0	1	1	0
P84090	1	104	N	5	3	7	6	6	4	6	8	7	5	4	6	3	5	6	3	5	6	4	5	3	5	4	5	3	5	2	3	5	7	2	3	4	5	6	2
P84098	1	196	N	2	2	2	2	21	19	17	21	3	3	2	2	2	2	2	2	16	23	24	20	1	1	2	2	2	23	2	2	2	21	3	1	24	2	16	2
P84101	1	59	N	2	2	2	2	2	2	2	2	2	1	2	1	1	2	4	2	2	2	2	4	0	2	2	2	2	2	5	0	5	1	2	2	0	5	0	2
P84103	1	164	N	12	14	17	17	19	20	15	21	17	17	18	21	17	18	22	24	17	15	19	22	14	13	15	16	17	15	18	16	21	13	17	18	15	18	18	17
P98175	1	930	N	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
P99999	1	105	N	2	1	0	1	0	1	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	2	0	0	0	0	0
Q00013	1	466	N	0	0	0	2	0	0	0	0	3	0	3	7	2	3	3	2	0	1	1	0	0	1	2	2	4	2	2	2	2	2	2	1	3	4	0	3
Q00059	1	246	N	0	0	0	0	1	0	0	0	2	0	0	0	0	0	4	3	0	1	0	2	0	0	0	3	1	0	6	0	10	0	1	3	0	7	0	1
Q00325	1	362	N	2	2	7	5	8	8	0	2	16	16	2	2	2	2	13	12	2	0	8	6	4	5	3	1	2	8	9	5	1	2	2	15	7	2	1	3
Q00403	1	316	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Q00535	1	292	N	0	1	0	1	0	0	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0
Q00577	1	322	N	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
Q00688	1	224	N	0	0	0	0	2	1	0	0	6	0	1	1	0	0	30	3	1	0	2	12	0	0	1	5	5	3	28	2	32	0	2	8	1	24	1	8
Q00839	1	825	N	1	0	0	0	7	8	1	0	0	0	0	1	0	0	1	0	1	1	3	3	0	0	0	0	0	3	0	0	1	7	0	0	9	1	11	0
Q01082	1	2364	N	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01105	1	290	N	4	4	4	2	2	3	5	3	4	4	4	6	3	5	5	2	4	4	2	2	3	4	4	4	4	3	3	4	4	4	5	4	2	3	2	3
Q01130	1	221	N	7	5	5	8	6	4	5	3	9	6	5	8	2	4	10	5	4	4	4	6	4	4	7	9	6	4	5	6	13	5	8	8	4	13	5	8
Q01780	1	885	N	0	0	0	0	10	10	10	17	0	0	2	2	1	1	0	0	8	11	10	6	0	0	0	0	0	6	0	0	2	12	0	0	12	1	16	0
Q01813	1	784	N	2	1	2	2	0	1	0	1	11	11	1	2	0	2	7	6	0	0	2	0	0	2	1	0	0	0	4	2	0	1	2	10	0	0	0	2
Q01844	1	656	N	9	10	8	8	6	10	6	5	9	7	10	14	8	8	8	9	6	6	4	5	9	8	15	12	9	5	4	11	7	8	6	5	7	8	5	8
Q02543	1	176	N	0	0	0	0	30	29	26	30	0	0	0	0	0	0	0	0	18	26	24	20	0	0	0	0	0	22	0	0	0	30	0	0	23	0	30	0
Q02790	1	459	N	0	1	4	1	0	2	2	0	2	2	4	2	0	1	3	2	0	1	1	2	0	0	0	0	2	2	0	0	0	2	2	2	1	0	2	1
Q02878	1	288	N	0	0	0	0	34	41	42	31	0	0	0	0	0	0	0	0	33	32	30	32	0	0	0	0	0	29	0	0	0	38	0	0	37	0	38	0
Q02978	1	314	N	1	2	3	2	3	3	1	1	4	4	1	1	0	1	4	4	0	0	2	2	3	2	1	1	0	2	4	2	0	1	1	4	3	0	1	2
Q03701	1	1054	N	0	0	0	0	25	27	21	26	0	0	0	0	0	0	0	0	16	20	25	16	0	0	0	0	0	23	0	0	0	26	0	0	24	0	23	0
Q04837	1	148	N	1	1	2	3	0	0	0	0	2	2	3	2	4	2	2	3	0	0	0	0	0	1	2	0	1	0	1	2	0	1	3	3	0	1	0	2
Q05519	1	484	N	0	1	0	0	2	0	0	0	5	2	3	3	2	1	12	4	0	0	1	2	0	2	6	6	5	0	14	3	12	0	3	8	1	13	0	3
Q06124	1	597	N	3	3	3	2	0	2	0	1	2	1	4	5	2	3	2	0	0	0	0	1	0	1	2	1	2	0	2	4	2	1	3	4	2	2	1	2
Q06265	1	439	N	0	0	0	0	3	5	6	7	0	0	0	0	0	0	0	0	4	4	3	2	0	0	0	0	0	3	0	0	0	1	0	0	4	0	4	0
Q06787	1	632	N	0	0	0	0	2	2	5	7	0	0	0	0	0	0	0	0	2	5	1	1	0	0	0	0	0	3	0	0	0	9	0	0	2	0	6	0
Q06830	1	199	N	4	5	6	7	7	7	5	7	6	7	7	8	7	9	11	10	6	7	4	8	8	10	8	6	8	3	10	9	10	9	7	9	3	10	5	10
Q07020	1	188	N	0	0	0	0	24	21	19	23	0	0	0	0	0	0	0	0	19	22	18	19	0	0	0	0	0	25	0	0	0	17	0	0	17	0	25	0
Q07021	1	282	N	1	0	10	9	8	8	2	2	3	4	0	2	1	1	2	1	0	1	7	8	10	9	1	0	0	2	0	8	2	3	0	2	2	0	0	7
Q07065	1	602	N	0	0	0	0	3	2	3	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	4	0
Q07666	1	443	N	0	0	0	1	4	2	0	1	0	0	0	2	0	0	0	0	2	2	2	3	0	0	0	0	0	1	0	0	0	2	0	2	2	0	2	0
Q07955	1	248	N	3	3	2	2	5	3	3	2	5	2	2	2	1	2	7	0	2	0	4	6	0	1	4	1	2	2	2	0	11	2	1	0	4	6	1	1
Q08170	1	494	N	1	1	1	1	2	5	1	2	2	1	1	1	0	0	2	0	1	2	1	1	0	0	0	0	2	1	0	1	4	0	1	1	0	2	2	1
Q08209	1	521	N	1	0	2	1	1	1	0	0	0	1	3	0	1	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	2	1	2	3	0	1	1
Q08211	1	1270	N	0	0	0	0	22	26	8	4	0	0	0	0	0	0	0	0	9	5	11	22	0	0	0	0	0	14	0	0	0	10	0	0	29	0	15	0
Q08945	1	709	N	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Q0ZGT2	1	675	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10570	1	1443	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q12788	1	808	N	0	0	0	0	13	10	6	6	0	0	0	0	0	0	0	0	3	2	7	8	0	0	0	0	0	10	0	0	0	7	0	0	11	0	6	0
Q12834	1	499	N	1	1	4	1	3	2	0	2	2	0	3	4	1	1	4	2	1	4	3	1	0	0	0	2	0	0	0	3	3	2	2	1	1	2	2	2
Q12905	1	390	N	0	0	0	0	14	16	10	10	0	0	0	0	0	0	0	0	16	15	12	13	0	0	0	0	0	14	0	0	0	18	0	0	16	0	15	0
Q12906	1	894	N	0	0	0	0	23	25	22	21	0	0	0	0	0	0	0	0	17	23	21	18	0	0	0	0	0	26	0	0	0	25	0	0	21	0	23	0
Q12931	1	704	N	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Q13085	1	2346	N	259	296	218	240	166	163	221	203	199	222	289	288	263	248	212	218	194	215	136	135	165	198	261	242	291	156	180	194	238	220	292	227	164	230	181	220
Q13148	1	414	N	0	0	3	0	1	4	0	0	0	0	1	0	0	0	0	0	0	3	1	3	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0
Q13151	1	305	N	0	0	0	0	6	6	4	3	0	0	0	0	0	0	0	0	4	4	4	3	0	0	0	0	0	3	0	0	0	5	0	0	5	0	7	0
Q13206	1	875	N	0	0	0	0	5	6	8	6	0	0	0	0	0	0	0	0	4	5	1	2	0	0	0	0	0	1	0	0	0	8	0	0	4	0	5	0
Q13243	1	272	N	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0
Q13257	1	205	N	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Q13263	1	835	N	0	0	1	0	5	4	2	3	2	2	1	0	0	0	0	2	2	3	3	3	0	0	2	0	2	2	0	0	0	2	0	1	6	0	4	1
Q13310	1	644	N	0	0	0	0	1	6	0	1	0	0	0	0	0	0	0	0	1	4	2	2	0	0	0	0	0	2	0	0	0	4	0	0	1	0	3	0
Q13322	1	594	N	2	1	3	0	0	0	0	0	2	1	2	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	2	2	0	2	1	0	2	0	2
Q13332	1	1948	N	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	2	1	1	0	0	2	1	1	1	2	0	0	0	1
Q13356	1	520	N	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q13363	1	440	N	0	0	0	0	0	0	0	0	8	10	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0
Q13427	1	754	N	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	4	0	0
Q13428	1	1488	N	6	6	7	9	6	4	5	4	8	5	6	2	2	2	5	2	3	2	2	2	2	1	4	3	4	2	3	4	12	2	7	7	2	7	1	5
Q13435	1	895	N	0	0	0	0	16	16	11	9	0	0	0	0	0	0	0	0	11	10	13	7	0	0	0	0	0	12	0	0	0	13	0	0	13	1	10	0
Q13442	1	181	N	12	12	7	11	13	6	7	3	20	10	10	12	6	9	28	17	5	12	10	21	8	9	13	14	13	9	29	11	33	3	13	15	7	28	6	18
Q13523	1	1007	N	2	2	2	1	2	2	0	1	0	2	0	2	1	2	1	0	0	0	2	0	1	1	1	0	1	0	0	2	0	0	0	0	1	0	0	0
Q13526	1	163	N	4	6	6	7	4	4	7	7	6	9	7	7	6	6	7	7	6	7	4	4	7	6	8	8	9	6	7	9	5	9	7	8	5	7	8	7
Q13541	1	118	N	4	3	3	3	2	2	3	4	4	3	5	5	3	6	5	3	4	4	2	2	3	3	4	3	5	2	4	5	5	5	4	4	4	3	5	5
Q13542	1	120	N	2	1	2	1	1	2	0	2	1	1	2	2	1	1	3	2	1	2	2	0	0	0	0	1	2	2	1	1	1	3	2	2	0	1	2	0
Q13572	1	414	N	4	3	6	4	1	2	0	1	1	3	1	5	3	0	2	1	0	0	0	0	0	0	1	0	2	0	1	0	1	0	2	2	2	0	0	1
Q13573	1	536	N	1	1	0	0	4	3	2	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	5	2	0	2	0	4	0	1
Q13610	1	501	N	0	0	0	0	4	10	5	7	0	0	0	0	0	0	0	0	1	5	6	4	0	0	0	0	0	4	0	0	0	6	0	0	12	0	7	0
Q13642	1	323	N	10	7	7	7	3	4	5	6	12	4	5	11	5	6	5	4	2	2	4	5	6	5	6	7	3	3	5	8	6	11	6	8	3	8	7	6
Q13685	1	434	N	1	1	1	1	0	0	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13823	1	731	N	0	0	0	0	3	1	3	2	0	0	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0	1	0	0	0	2	0	0	1	0	3	0
Q13868	1	293	N	0	0	0	0	5	5	2	4	0	0	0	0	0	0	0	0	5	3	4	3	0	0	0	0	0	5	0	0	0	3	0	0	5	0	2	0
Q13885	1	445	N	0	0	1	0	1	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
Q13895	1	437	N	0	0	0	0	7	7	0	1	0	0	0	0	0	0	0	0	2	4	10	7	0	0	0	0	0	4	0	0	0	1	0	0	8	0	1	0
Q13976	1	671	N	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q14061	1	63	N	5	5	5	5	6	6	6	4	5	5	8	8	5	8	4	7	6	5	7	4	4	5	6	4	8	4	4	6	8	7	7	7	6	6	5	6
Q14135	1	290	N	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0
Q14137	1	746	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Q14142	1	442	N	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14145	1	624	N	0	0	0	0	0	0	0	0	81	75	0	0	0	0	82	79	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	78	0	0	0	0
Q14146	1	1524	N	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q14157	1	1087	N	0	0	1	1	0	0	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0
Q14204	1	4646	N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Q14241	1	798	N	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Q14247	1	550	N	10	10	14	11	7	8	5	8	15	14	17	19	12	12	10	13	6	4	5	3	2	6	11	11	12	6	6	14	14	9	13	12	8	13	9	17
Q14257	1	317	N	0	0	4	1	1	1	0	2	7	4	0	0	0	0	4	4	1	1	1	1	1	0	0	0	0	2	2	1	0	2	0	6	1	1	0	3
Q14320	1	339	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
Q14331	1	258	N	11	8	7	8	6	8	6	7	12	6	4	9	5	10	14	13	6	6	6	11	4	6	8	9	6	7	10	6	33	5	10	7	6	21	4	8
Q14444	1	709	N	0	0	0	0	8	5	1	1	0	0	0	0	0	0	0	0	2	2	6	6	0	0	0	0	0	5	0	0	0	6	0	0	5	0	2	0
Q14498	1	530	N	36	30	36	33	36	30	36	37	46	31	43	37	37	44	42	40	36	36	35	41	29	37	38	45	44	46	42	34	60	36	36	45	36	47	41	31
Q14554	1	519	N	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	1	3	0	0	1	2	1	0	11	0	25	0	0	3	0	10	0	2
Q14562	1	1220	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Q14657	1	143	N	1	0	1	1	0	0	0	0	2	0	1	1	0	2	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1
Q14669	1	1992	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q14677	1	625	N	1	3	0	1	2	1	0	0	4	0	1	0	0	0	4	0	0	2	1	5	0	0	1	0	0	3	3	2	2	1	1	2	1	1	0	0
Q14684	1	758	N	0	0	0	0	36	36	32	43	0	0	0	0	0	0	0	0	38	36	37	34	0	0	0	0	0	38	0	0	0	39	0	0	41	0	33	0
Q14686	1	2063	N	1	0	0	2	4	2	2	0	3	3	0	2	3	2	2	3	2	3	1	1	2	3	1	0	0	2	1	2	0	1	1	0	2	0	0	1
Q14690	1	1871	N	0	0	0	0	45	54	49	45	0	0	0	0	0	0	0	0	36	35	39	31	0	0	0	0	0	39	0	0	0	47	0	0	48	0	46	0
Q14692	1	1282	N	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Q14697	1	944	N	0	0	0	0	0	0	0	0	10	10	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	11	0	0	0	0
Q14807	1	665	N	6	4	3	3	7	5	3	2	4	2	8	8	4	8	2	5	4	3	5	4	0	5	4	2	6	4	5	2	1	2	4	2	3	0	3	7
Q14919	1	205	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Q14978	1	699	N	5	7	5	5	13	9	14	12	7	3	8	7	6	4	14	7	6	13	7	8	0	2	2	7	6	9	9	2	23	11	5	8	6	15	9	8
Q14980	1	2115	N	0	0	0	0	11	12	1	4	0	0	0	0	0	0	0	0	3	5	8	3	0	0	0	0	0	4	0	0	0	3	0	0	4	1	1	0
Q14CB8	1	494	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Q15020	1	963	N	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q15024	1	291	N	0	0	0	0	3	5	2	4	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	4	0	0	0	0	4	0
Q15029	1	972	N	0	0	0	0	6	5	4	7	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	3	0	0	0	2	0	0	5	0	4	0
Q15050	1	365	N	0	0	0	0	6	4	7	5	0	0	0	0	0	0	0	0	6	4	6	4	0	0	0	0	0	3	0	0	0	3	0	0	2	0	3	0
Q15056	1	248	N	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0
Q15058	1	1648	N	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	2	1	0	0
Q15059	1	726	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Q15084	1	440	N	9	8	6	7	6	3	1	2	4	5	8	12	7	9	4	8	1	5	4	4	4	11	7	7	11	5	9	9	10	3	9	10	4	7	0	10
Q15170	1	157	N	0	0	0	0	0	0	0	0	4	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0
Q15181	1	289	N	2	2	3	2	1	2	2	1	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1
Q15185	1	160	N	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Q15233	1	471	N	2	2	3	4	2	5	0	3	0	2	1	2	1	4	6	4	0	3	6	6	2	2	2	2	2	3	0	0	2	5	3	2	8	1	2	3
Q15269	1	919	N	0	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	1	0	4	3	0	0	0	0	0	3	0	0	0	2	0	0	4	0	2	0
Q15276	1	862	N	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0
Q15287	1	305	N	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	3	4	1	2	0	0	0	0	0	0	0	0	0	5	0	0	1	0	2	0
Q15361	1	905	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
Q15365	1	356	N	14	16	19	19	25	22	19	17	17	19	22	21	14	15	18	15	18	19	16	16	11	11	18	17	22	18	25	16	27	16	15	21	19	26	23	20
Q15366	1	365	N	7	7	7	7	8	10	9	7	9	9	14	10	7	10	10	8	7	10	9	9	9	10	11	9	11	8	9	10	8	9	7	11	8	10	13	10
Q15369	1	112	N	0	0	0	0	4	3	4	2	2	1	0	2	1	0	1	0	3	4	3	4	0	0	0	0	0	5	1	0	0	2	0	0	4	0	2	0
Q15370	1	118	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Q15393	1	1217	N	2	0	4	2	21	23	11	14	1	0	4	0	1	0	0	1	16	15	23	20	0	2	1	0	0	17	1	4	2	17	0	2	21	2	18	2
Q15397	1	648	N	0	0	0	0	8	4	7	8	0	0	0	0	0	0	0	0	4	5	8	6	0	0	0	0	0	9	0	0	0	8	0	0	6	0	9	0
Q15417	1	329	N	13	13	11	9	8	5	12	9	10	8	12	15	11	14	9	11	10	12	7	4	7	9	9	13	14	6	11	10	12	7	12	10	9	9	8	7
Q15427	1	424	N	0	0	1	0	4	2	2	2	0	0	0	0	0	0	0	0	3	2	2	3	0	0	0	0	0	4	0	0	0	2	0	0	2	0	2	0
Q15459	1	793	N	2	2	2	1	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Q15464	1	509	N	5	7	3	6	5	4	2	3	6	4	6	10	6	10	5	8	0	1	5	4	3	4	4	7	6	4	5	4	6	3	6	7	4	4	1	4
Q15599	1	337	N	1	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	0	1	1	0
Q15633	1	366	N	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Q15637	1	639	N	22	24	26	28	27	24	17	20	27	27	23	31	22	26	31	24	19	21	23	21	19	23	21	22	25	19	27	22	42	20	24	28	19	31	21	21
Q15648	1	1581	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Q15649	1	155	N	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15651	1	99	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Q15654	1	476	N	3	5	2	5	1	4	4	3	3	6	6	5	2	3	4	8	2	5	4	1	1	2	3	3	4	0	2	6	2	3	2	1	1	4	0	3
Q15717	1	326	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Q15758	1	541	N	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15843	1	81	N	2	2	2	2	2	1	2	2	1	1	2	0	0	0	1	2	1	2	2	2	0	1	0	0	1	2	1	0	2	1	1	2	3	0	2	0
Q16527	1	193	N	18	19	23	29	24	18	18	22	21	26	26	28	23	26	19	22	17	17	18	18	21	27	20	23	23	16	18	29	17	19	24	24	15	18	21	22
Q16581	1	482	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Q16629	1	238	N	0	0	0	0	1	3	2	2	1	0	0	0	0	0	1	1	2	1	2	2	0	0	0	0	0	1	2	0	2	3	0	2	2	2	2	0
Q16630	1	551	N	4	2	6	3	4	3	5	5	11	7	6	6	5	6	18	5	4	7	4	11	3	4	9	7	6	4	16	2	29	3	7	12	2	17	2	6
Q16775	1	308	N	0	1	4	3	4	3	0	2	1	1	2	4	2	3	0	1	0	0	1	0	1	0	2	0	1	0	0	2	1	2	1	1	0	0	1	0
Q16891	1	758	N	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0
Q1ED39	1	458	N	0	0	0	0	8	8	8	9	0	0	0	0	0	0	0	0	6	5	7	8	0	0	0	0	0	6	0	0	0	8	0	0	9	0	7	0
